,artist,track,track_id,popularity,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
2219,Iggy Azalea,Started,spotify:track:5t0VcwyjDPOWIdylULdfxk,64,2019,0.861,0.693,11,-6.052,0,0.313,0.082,0.0,0.07,0.772,165.036,audio_features,186605,4
2220,Seeb,Fade Out,spotify:track:20XjdVfh6kFATmgm7T0C5r,66,2019,0.706,0.68,4,-4.65,0,0.0424,0.118,0.0,0.0443,0.728,105.977,audio_features,196667,4
2221,Brantley Gilbert,Welcome To Hazeville,spotify:track:39TYRr1lPpurfYPXzsOiBV,59,2019,0.629,0.658,6,-6.703,0,0.0463,0.16,0.0,0.245,0.543,131.958,audio_features,181173,4
2222,Godfather of Harlem,On the Inside,spotify:track:5ZHbT8BXYY7Gq9S5HURfwV,61,2019,0.812,0.615,1,-6.634,0,0.368,0.121,0.0,0.108,0.512,163.974,audio_features,186675,4
2223,Jonas Brothers,Hesitate,spotify:track:7fiFJADUcHwTdYLmnZeLAy,64,2019,0.622,0.485,2,-7.259,1,0.0322,0.227,0.0,0.0889,0.236,118.051,audio_features,208840,4
2224,Julia Michaels,Hurt Again,spotify:track:3JPXFD2aJ4dHPMnGwo41bO,66,2019,0.826,0.701,4,-4.176,0,0.0495,0.251,1.74e-06,0.0936,0.784,129.977,audio_features,202320,4
2225,Lil Tecca,Glo Up,spotify:track:4QjLUh87xXSWoOVFbtjkWb,61,2019,0.509,0.659,5,-7.546,0,0.398,0.0643,0.0,0.147,0.523,149.995,audio_features,114427,4
2226,Jennifer Lopez,Baila Conmigo,spotify:track:0mD63phUwHYnlvAJn8NgqC,69,2019,0.795,0.758,7,-6.032,0,0.0556,0.0365,0.0014,0.0706,0.593,128.005,audio_features,163998,4
2227,Goody Grace,Scumbag (feat. blink-182),spotify:track:2Srbekd8waUUAr0gIMt5dg,63,2019,0.418,0.602,2,-6.56,1,0.0275,0.073,0.0,0.151,0.218,172.175,audio_features,210363,4
2228,Tones and I,Johnny Run Away,spotify:track:7BooBD8k8ABLTFLzgxcT5G,69,2019,0.799,0.538,2,-4.775,1,0.0622,0.642,1.23e-06,0.107,0.582,92.452,audio_features,192346,4
2229,Elsa Greeve,Catastrophically in love with you,spotify:track:4CVtPhfKMyA8ST6ZQhJvZY,65,2019,0.212,0.00749,2,-29.575,0,0.0352,0.996,0.931,0.0761,0.0985,71.061,audio_features,177250,4
2230,Naturally Recurring,Sunrise Glory,spotify:track:4BOCx4hnSq0xWO3lcEbibQ,64,2019,0.173,0.0185,2,-36.582,0,0.0403,0.965,0.905,0.1,0.0642,138.268,audio_features,249818,4
2231,Grupo Firme,Ni el Dinero Ni Nada - En Vivo,spotify:track:5VSQ5JBP7AkdvlwMFD3C6k,67,2019,0.543,0.539,10,-7.369,1,0.0401,0.0492,0.0,0.0647,0.963,138.899,audio_features,169928,4
2232,Luke Combs,Beautiful Crazy - Acoustic,spotify:track:5v05DdK7dCqmImUj4PLxOE,60,2019,0.45,0.262,11,-10.423,1,0.033,0.851,0.0,0.102,0.488,102.656,audio_features,193234,4
2233,Louis Tomlinson,Two of Us,spotify:track:3fd5jcZKAzoiivM4ZDwhyU,70,2019,0.614,0.605,0,-5.411,1,0.0321,0.226,0.0,0.124,0.329,127.107,audio_features,217855,4
2234,COIN,Crash My Car,spotify:track:77VNrMsqlo9jHJwKvgs2Oe,60,2019,0.244,0.645,5,-5.863,1,0.0456,0.00178,0.00574,0.301,0.529,183.577,audio_features,188307,5
2235,Jordan Clarke,Freaks,spotify:track:44r4zta6P9flkhKaVnbsvG,63,2019,0.674,0.568,1,-6.356,1,0.0408,0.116,0.0,0.165,0.64,166.107,audio_features,174800,4
2236,Sheila's Disciples,Autonomous Prospect,spotify:track:3Y2OkyO2dpNCAPb9z8lFhm,61,2019,0.187,0.0749,4,-25.567,0,0.0388,0.961,0.916,0.11,0.0643,136.606,audio_features,254118,3
2237,Mrs. GREEN APPLE,インフェルノ,spotify:track:64yajM6CxtLghmgB53VeXT,66,2019,0.529,0.931,4,-1.538,1,0.0581,0.00955,0.0,0.465,0.695,92.466,audio_features,212547,4
2238,Jason Aldean,Tattoos and Tequila,spotify:track:6227mXo8lJlRv0CNNpFakj,59,2019,0.254,0.814,10,-3.534,0,0.058,0.00304,0.0,0.104,0.53,176.096,audio_features,190093,4
2239,Elizabeth Bouknight,Eau Claire,spotify:track:4G5rmGai31DmpVv0dTStxH,65,2019,0.374,0.0336,10,-27.238,0,0.0364,0.995,0.938,0.104,0.343,97.323,audio_features,99125,4
2240,Tenille Arts,Somebody Like That,spotify:track:7EwqgVclB4d5sosUReAInr,59,2019,0.569,0.798,6,-5.02,1,0.0513,0.0153,0.0,0.111,0.587,104.998,audio_features,198209,4
2241,Stormzy,Vossi Bop,spotify:track:44ZJ4hLD5onikKsVLQaILr,75,2019,0.682,0.653,8,-6.062,1,0.339,0.13,0.00116,0.129,0.428,188.115,audio_features,196267,4
2242,Jax Jones,This Is Real (ft. Ella Henderson),spotify:track:1pRShUtGOG6ZP5fsnw9G4h,77,2019,0.684,0.819,6,-5.072,1,0.0413,0.0259,0.0775,0.0985,0.607,122.008,audio_features,199160,4
2243,CNCO,De Cero,spotify:track:6N7I3N37xvT9kPWfXNgDmo,71,2019,0.809,0.676,11,-5.373,1,0.129,0.0316,0.0,0.0921,0.815,94.005,audio_features,219453,4
2244,Quinn XCII,Good Thing Go,spotify:track:7hV7333ajQNI1J6R5C9A8c,60,2019,0.876,0.375,4,-9.341,1,0.259,0.478,0.0,0.106,0.325,113.909,audio_features,212453,4
2245,Young Bombs,Better Day (feat. Aloe Blacc),spotify:track:5NeFmsnXBy6xVbz8pesM5l,63,2019,0.662,0.823,9,-4.7,1,0.0971,0.073,0.0,0.0833,0.435,118.958,audio_features,191786,4
2246,Mau y Ricky,La Boca,spotify:track:0UQwlF2pRkr1lMN6kNNUj3,77,2019,0.618,0.795,2,-1.8,1,0.113,0.0655,0.0,0.309,0.76,185.901,audio_features,206279,4
2247,Natti Natasha,Me Gusta,spotify:track:1N3rf6ZFzb8NPYeLCmgzj7,66,2019,0.851,0.688,1,-3.992,0,0.0482,0.0832,0.0137,0.0758,0.708,96.025,audio_features,197307,4
2248,T3R Elemento,En Boca de Todos,spotify:track:1roobpFvYfgCORA5J3AxNk,64,2019,0.809,0.49,7,-5.587,1,0.0356,0.478,0.0,0.0996,0.88,122.346,audio_features,204859,3
2249,WILLOW,"Female Energy, Part 2",spotify:track:0W95eMaAxNVYTquOsXXkC5,62,2019,0.539,0.39,4,-8.341,0,0.0293,0.0143,0.000125,0.174,0.361,119.791,audio_features,173920,3
2250,Kip Moore,She's Mine,spotify:track:5xkTOC5NHPfUmrBCIrSTJX,61,2019,0.608,0.871,2,-5.397,1,0.0348,4.09e-05,2.22e-06,0.111,0.488,123.005,audio_features,229933,4
2251,Way Beyond,Floating,spotify:track:1fcPVf8Rqckxy4wxC4vYoz,65,2019,0.492,0.0503,3,-22.305,1,0.0357,0.995,0.951,0.114,0.325,66.259,audio_features,117821,4
2252,Oliver Tree,Fuck,spotify:track:6Wt4HzxqWDuHM5b4epx2jP,62,2019,0.826,0.486,2,-8.237,1,0.232,0.0127,1.96e-05,0.259,0.105,129.979,audio_features,154682,4
2253,JP Cooper,Sing It With Me,spotify:track:60DwQiwwglVkTkTwDTTEId,75,2019,0.54,0.793,5,-4.379,1,0.0493,0.0744,0.0,0.354,0.399,112.219,audio_features,201199,4
2254,Motionless In White,Brand New Numb,spotify:track:0vPkRB52RENZMpHybpFKYK,63,2019,0.566,0.886,0,-3.63,1,0.0902,0.000348,0.0,0.494,0.619,130.066,audio_features,222461,4
2255,Luh Kel,Tweakin,spotify:track:4jPcsQqcUieVP50mVqgBqn,63,2019,0.694,0.851,5,-4.966,0,0.068,0.0645,0.0,0.116,0.424,153.947,audio_features,199840,4
2256,Rick Ross,Summer Reign (feat. Summer Walker),spotify:track:14geRrYSRz73sBbtPD4iPQ,61,2019,0.517,0.541,0,-6.844,1,0.235,0.0394,0.0,0.678,0.123,139.076,audio_features,226480,4
2257,Pink Sweat$,I Wanna Be Yours,spotify:track:7fF6u8BlXiA3bJKDuJMKRR,64,2019,0.751,0.781,8,-7.129,1,0.0738,0.0172,0.0,0.315,0.505,140.013,audio_features,192858,4
2258,Kiana Ledé,Bouncin (feat. Offset),spotify:track:1YWnrz4pqjtt2zlEOuDIFg,62,2019,0.942,0.557,8,-8.433,1,0.307,0.15,2.97e-05,0.103,0.77,100.986,audio_features,172493,4
2259,YBN Cordae,Way Back Home (feat. Ty Dolla $ign),spotify:track:1pHyMdmKAp494PDSZhJHvR,61,2019,0.868,0.521,1,-7.837,0,0.426,0.378,0.0,0.374,0.407,117.146,audio_features,199117,4
2260,Mido Gupta,The Lonely Temple,spotify:track:4sLZzfSy6XHgu7V9KBTYoI,61,2019,0.0645,0.158,7,-25.181,1,0.0478,0.00167,0.787,0.122,0.0239,70.44,audio_features,142800,1
2261,YoungBoy Never Broke Again,Kick Yo Door,spotify:track:4p9B4qDXJPces7es9phYpL,58,2019,0.758,0.697,0,-6.456,1,0.321,0.0853,0.0,0.1,0.755,165.117,audio_features,152111,4
2262,KAROL G,Dices Que Te Vas,spotify:track:0QHOIQxRlIPYPJ1HLgIN8S,69,2019,0.506,0.287,7,-10.009,1,0.0643,0.861,0.0,0.605,0.57,147.076,audio_features,202053,4
2263,Spirit Minds,Shimmer,spotify:track:2R0jJNaZzXUklvrjpbRS66,62,2019,0.145,0.0861,3,-25.962,1,0.0494,0.78,0.681,0.111,0.0365,77.576,audio_features,180822,4
2264,Riccardo Lettiere,Magari,spotify:track:3cbYtmntj3mAHLoM1CEfzZ,65,2019,0.246,0.123,10,-26.022,0,0.0423,0.992,0.949,0.109,0.193,95.818,audio_features,108000,1
2265,Maren Morris,Make Out With Me,spotify:track:0lTn7yYpzftkx4UzNNwVby,60,2019,0.352,0.649,10,-6.47,1,0.0798,0.714,0.0,0.351,0.642,66.745,audio_features,136547,4
2266,Kiana Ledé,EX - Remix,spotify:track:4LfoYkTuIPgJ2RlNkN5P5C,61,2019,0.775,0.537,0,-6.978,1,0.141,0.326,0.0,0.0792,0.403,73.484,audio_features,196133,4
2267,LÉON,You And I,spotify:track:4P1EGoXLWQ1YF6Nsmr1pfy,65,2019,0.554,0.786,9,-4.288,1,0.0491,0.0024,0.0,0.148,0.358,120.057,audio_features,224064,4
2268,grandson,Happy Pill,spotify:track:3yxtsBzVlDBzRoBhHS3TpK,62,2019,0.666,0.785,7,-6.559,1,0.0678,0.000816,0.356,0.14,0.654,136.025,audio_features,163892,4
2269,Junior H,El de la H,spotify:track:3UJarnd9JcBHAyT02glO9K,61,2019,0.582,0.814,9,-8.717,0,0.0377,0.0391,0.000322,0.202,0.508,111.045,audio_features,252048,4
2270,j'san,Snow & Sand,spotify:track:55qrhJbNJBwtCRagmXK9lI,63,2019,0.846,0.441,5,-10.717,1,0.0895,0.57,0.892,0.0877,0.181,80.047,audio_features,165000,5
2271,Natanael Cano,Compa Bladi,spotify:track:6OXDTduxjhhvcuqhapshMR,64,2019,0.773,0.677,1,-6.463,0,0.0324,0.282,1.12e-05,0.0641,0.915,150.085,audio_features,177584,3
2272,tobi lou,I Was Sad Last Night I'm OK Now,spotify:track:0gEcmyKlIUoi3sHTFVO1bE,60,2019,0.87,0.637,5,-8.368,0,0.0614,0.497,3.15e-05,0.205,0.78,120.99,audio_features,190561,4
2273,Gunna,Richard Millie Plain,spotify:track:14PWHDV87nXiSuClZDsEYC,61,2019,0.744,0.674,1,-7.518,0,0.0641,0.356,0.0,0.128,0.316,134.021,audio_features,200135,4
2274,D Smoke,Last Supper,spotify:track:4vFpwBCCKgzHlw8U48MYdS,62,2019,0.737,0.622,1,-9.268,1,0.315,0.169,0.00746,0.131,0.517,99.063,audio_features,131842,4
2275,Dreamscaper,Counting to Infinity,spotify:track:6ecZgo1zPSMA4Ps2H5TD80,60,2019,0.181,0.0467,5,-28.959,1,0.0315,0.956,0.966,0.0849,0.116,72.74,audio_features,257269,4
2276,Matilda Charpie,Fermez vos yeux,spotify:track:7fjl8fmaUdRWNstdzGHCeF,65,2019,0.243,0.00604,7,-31.018,1,0.0405,0.995,0.972,0.159,0.0672,134.33,audio_features,154000,4
2277,Voyager,After the Storm,spotify:track:3Vsd0nUz5GfviBGzokdX55,60,2019,0.163,0.0695,5,-23.37,0,0.0372,0.98,0.868,0.0856,0.0351,74.877,audio_features,197076,4
2278,blackbear,hot girl bummer (with Khea) - Khea Remix,spotify:track:3h4crsrQtBOhLrewXZ8w3D,68,2019,0.775,0.569,6,-7.408,0,0.0507,0.133,0.0,0.355,0.626,129.911,audio_features,135692,1
2279,Fioretta Rizzo,Nel bisogno si riconosce il vero amico,spotify:track:1rUG0qJbwGySkGj9yd1GuJ,65,2019,0.3,0.0845,0,-25.451,0,0.0485,0.992,0.951,0.123,0.148,67.976,audio_features,110035,4
2280,DaBaby,Walker Texas Ranger,spotify:track:6aYi4lYcAohNhlNWsbWfy0,59,2019,0.873,0.682,11,-5.869,0,0.377,0.025,0.0,0.0685,0.799,157.943,audio_features,151600,4
2281,Rannar Sillard,Observations From A Faraway Place,spotify:track:5H14dJbhKeaU1ffTMmIGJi,65,2019,0.176,0.117,7,-22.34,1,0.0401,0.826,0.885,0.124,0.142,76.125,audio_features,142074,4
2282,Gigolo Y La Exce,Rasta Barbie (Remix),spotify:track:64kNRze29YqCFzFEpQCaHQ,74,2019,0.829,0.676,7,-5.129,1,0.314,0.0417,0.0,0.275,0.646,90.879,audio_features,288470,4
2283,Marca MP,No Me Voy a Rajar - En vivo,spotify:track:6yiRCPwBdcXkLYgHjwRvdq,61,2019,0.742,0.402,0,-6.65,1,0.0752,0.458,0.00159,0.225,0.77,108.277,audio_features,178051,4
2284,Young Nudy,Dispatch (feat. DaBaby),spotify:track:5NgE4BsE6yvoptchuI0eIZ,59,2019,0.602,0.395,1,-8.752,0,0.289,0.127,0.0,0.109,0.335,81.468,audio_features,185480,4
2285,Fabolous,Cold Summer,spotify:track:5SKIBkIzbsAYDo5LOQ9f2u,60,2019,0.537,0.736,11,-8.276,0,0.299,0.576,0.0,0.0682,0.398,87.751,audio_features,268720,4
2286,Labrinth,Forever,spotify:track:6potEImiklXkwD9qFzpu15,64,2019,0.557,0.459,4,-7.781,0,0.0321,0.919,0.722,0.11,0.189,79.916,audio_features,202536,4
2287,ROLE MODEL,minimal,spotify:track:28sNP4vXS6EtFr2VKPhCTQ,60,2019,0.575,0.679,1,-4.442,1,0.0432,0.547,0.0,0.34,0.204,169.886,audio_features,163340,3
2288,Mau y Ricky,"BOTA FUEGO (feat. Dímelo Flow, Justin Quiles & Lenny Tavárez) - Remix",spotify:track:4MxYiw28F30NGOaTZ1ySqd,75,2019,0.697,0.886,1,-3.425,0,0.295,0.113,0.0,0.296,0.662,175.884,audio_features,252269,4
2289,Lil Durk,Green Light,spotify:track:1UoAvdzaFG3YpMUCwfdIii,59,2019,0.806,0.825,10,-4.401,0,0.262,0.0198,0.0,0.102,0.613,145.89,audio_features,142982,4
2290,SiR,That's Why I Love You (feat. Sabrina Claudio),spotify:track:3Ku9kSWtDQPC8bSWpHR7z0,61,2019,0.634,0.496,3,-6.077,0,0.292,0.333,0.0,0.13,0.546,119.627,audio_features,241747,4
2291,Kidz Bop Kids,Señorita,spotify:track:0rzOBbw7Zg4yyN22wwJzvJ,58,2019,0.783,0.671,9,-5.124,0,0.0312,0.0372,0.0,0.0897,0.907,117.038,audio_features,169747,4
2292,Pablo Alborán,Tabú,spotify:track:471HeGJPKw07MObixON0Um,76,2019,0.748,0.808,9,-5.943,0,0.0619,0.0366,3.66e-05,0.11,0.553,99.997,audio_features,179775,4
2293,Jason Aldean,Blame It On You,spotify:track:2CwG4BXIlGmmYLDmDvwMTH,58,2019,0.484,0.783,2,-5.334,1,0.0308,0.0957,0.000118,0.107,0.594,137.918,audio_features,215360,4
2294,WYS,Take Me Back,spotify:track:69ScUfmrwMZgyqb0XRGw12,63,2019,0.669,0.436,6,-12.091,1,0.0296,0.509,0.893,0.104,0.392,90.005,audio_features,176000,4
2295,Chris Brown,Undecided,spotify:track:7uiBocndm12aKbsdnQ3Scx,66,2019,0.441,0.527,3,-5.318,1,0.0966,0.172,0.0,0.233,0.589,96.37,audio_features,187298,4
2296,Pop Smoke,PTSD,spotify:track:24b6djSbUFQtXAdyb3FMbr,64,2019,0.599,0.622,10,-4.313,0,0.264,0.124,0.00278,0.158,0.199,91.615,audio_features,199827,4
2297,Dominic Fike,Rollerblades,spotify:track:7iSNEgSJYlc42H73xePMLh,61,2019,0.566,0.448,4,-8.739,0,0.0799,0.54,7.22e-05,0.0956,0.199,110.802,audio_features,134067,4
2298,ATEEZ,Say My Name,spotify:track:2UP7KnRSvc4taXbjOoSX0f,67,2019,0.634,0.9,6,-2.614,0,0.0583,0.212,0.0,0.317,0.623,152.968,audio_features,222024,4
2299,Skye Baird,Floating,spotify:track:2YAyMEoG27O7q9aTW0lmvy,60,2019,0.17,0.0929,7,-23.198,1,0.0455,0.983,0.98,0.0745,0.0511,70.299,audio_features,168000,3
2300,Wonderful Escape,Thunder From Under the Tree,spotify:track:0ob9Ks5Tcn7nzfBefhEn7v,62,2019,0.135,0.797,1,-31.858,1,0.417,0.0412,0.845,0.376,0.026,82.119,audio_features,231594,4
2301,Naturally Recurring,Finding Calmness,spotify:track:5ca7B7Qi2gpzPELK9lBab0,65,2019,0.225,0.0131,5,-29.096,0,0.0405,0.976,0.958,0.0864,0.0762,64.27,audio_features,208889,4
2302,Moments of Clarity,Path of Light,spotify:track:0AXQFmU88hVhan5teKTPl5,62,2019,0.0657,0.0739,3,-20.907,0,0.0454,0.992,0.934,0.119,0.0358,57.31,audio_features,220446,4
2303,KAYTRANADA,Need It,spotify:track:11NwaUSqSYmZrFWo2qO2Ng,64,2019,0.74,0.78,1,-7.624,0,0.209,0.171,0.0,0.0794,0.605,114.98,audio_features,137707,4
2304,Sophia Anne Caruso,Dead Mom,spotify:track:7fRt5HCt4KgLlH45wFQCho,61,2019,0.528,0.477,2,-6.552,1,0.0319,0.291,0.0,0.0965,0.247,135.315,audio_features,184147,4
2305,Gone West,What Could've Been,spotify:track:4WWbmSEZTTWfqoOLSW8AMS,59,2019,0.602,0.574,10,-5.926,1,0.0293,0.555,0.0,0.135,0.394,143.986,audio_features,222650,4
2306,KAYTRANADA,Vex Oh (feat. Eight9FLY),spotify:track:4n358XQMHXd0xi6NazWdxr,65,2019,0.742,0.645,6,-10.248,1,0.386,0.148,2.86e-05,0.0861,0.804,112.402,audio_features,162147,4
2307,Mr Pillow,Relaxing Pillow,spotify:track:15GJW2ovskjK0dKwr6hgAf,60,2019,0.0911,0.0855,4,-21.707,1,0.0542,0.973,0.976,0.0923,0.0405,173.467,audio_features,210712,4
2308,Eva Slott,Serenity,spotify:track:3Rs7eZ7c0N5NwNvGBMD4Va,66,2019,0.422,0.0332,0,-24.949,1,0.0378,0.978,0.886,0.103,0.05,97.871,audio_features,139593,4
2309,Solange,Binz,spotify:track:7yvdp8dqmxExSJwT2fn6Xq,62,2019,0.863,0.625,8,-6.323,1,0.313,0.101,4.13e-06,0.166,0.456,83.98,audio_features,111227,4
2310,WILLOW,Time Machine,spotify:track:1jVjOcs7QeQZJXScbqvofI,61,2019,0.606,0.532,3,-6.076,1,0.0416,0.44,0.0,0.132,0.405,81.332,audio_features,143640,3
2311,Junior H,Mi Vida en un Cigarro,spotify:track:7bB3hZZMKVrq4VEi42oscQ,60,2019,0.491,0.315,3,-12.212,0,0.0317,0.531,0.00162,0.126,0.532,199.81,audio_features,269240,3
2312,BlocBoy JB,ChopBloc 2 (feat. NLE Choppa),spotify:track:3RzK8spPyswJ5lrEeiJSEz,59,2019,0.878,0.555,8,-4.702,1,0.506,0.0506,0.0,0.102,0.382,142.077,audio_features,182932,4
2313,King Princess,Prophet,spotify:track:4eA4z7FCy5Fp6mh8acV3GY,63,2019,0.516,0.833,2,-3.046,1,0.108,0.116,0.000414,0.0993,0.605,166.007,audio_features,249773,4
2314,Mayer Julcsa,Alvás,spotify:track:6FXM5nY7ubX4pWqLPn2gcl,61,2019,0.102,0.0442,1,-26.938,1,0.0504,0.981,0.952,0.105,0.0781,67.223,audio_features,210375,4
2315,Meghan Trainor,Genetics,spotify:track:2FOwRoyI2TTujfAGmHgEJP,65,2019,0.788,0.743,8,-7.711,1,0.328,0.0284,0.00124,0.34,0.423,122.005,audio_features,177816,4
2316,Natanael Cano,Buenos Ratos,spotify:track:6M5NgWwRMEFLt4bx457TTy,62,2019,0.555,0.697,9,-5.994,0,0.181,0.488,0.0,0.0762,0.7,139.855,audio_features,141879,4
2317,Tory Lanez,The Trade (feat. Jagged Edge & Jermaine Dupri),spotify:track:1nwsxV3FiYC3SJD9OfcVfF,61,2019,0.356,0.509,8,-7.359,0,0.327,0.18,0.0,0.0951,0.494,168.492,audio_features,274309,5
2318,Valbona Ceferin,"Rana ura, zlata ura",spotify:track:2jDEufyL95jHPBuxOf5Azt,65,2019,0.318,0.0621,3,-25.384,1,0.0756,0.995,0.964,0.109,0.309,203.247,audio_features,123250,4
2319,Orville Peck,Dead of Night,spotify:track:4WDazmiEd5PyY3taS11VfD,60,2019,0.506,0.565,2,-11.003,1,0.0521,0.816,0.476,0.0587,0.486,100.05,audio_features,239000,4
2320,Kevin Gates,Funny How,spotify:track:5hG6FDVwTMi7JFwmCZfm2l,58,2019,0.785,0.531,7,-7.178,0,0.14,0.0904,0.0,0.116,0.614,77.041,audio_features,177662,4
2321,The Chainsmokers,Kills You Slowly,spotify:track:2PgMUAn2bBpm8gz6yAXvVL,65,2019,0.696,0.439,1,-8.77,0,0.055,0.0636,0.0,0.127,0.229,149.923,audio_features,213320,4
2322,Rex Orange County,Stressed Out,spotify:track:7uNUSxzFjPj9JQaZidFreW,63,2019,0.65,0.319,7,-9.274,1,0.05,0.935,0.0,0.258,0.197,84.063,audio_features,105040,4
2323,Aitana,+,spotify:track:5Cbo7oz78gqkzV3EAM63VA,80,2019,0.561,0.666,8,-4.243,1,0.0322,0.106,0.0,0.123,0.675,160.019,audio_features,219367,4
2324,Gerardo Ortiz,"Más Caro, que ayer",spotify:track:62hyMZrYL0AjHgndb9ebZO,66,2019,0.825,0.883,5,-2.975,1,0.0335,0.45,8.61e-06,0.304,0.963,118.047,audio_features,147222,3
2325,Miley Cyrus,Unholy,spotify:track:6vjymPak0JRQC2P84XlI9t,64,2019,0.824,0.534,4,-4.679,0,0.0363,0.0357,3.62e-06,0.0877,0.206,141.983,audio_features,130187,4
2326,XXXTENTACION,numb the pain,spotify:track:4rhr8LgQoPtWkQaXVPSNOO,62,2019,0.683,0.0759,11,-10.567,0,0.032,0.902,0.0,0.089,0.74,93.186,audio_features,82470,4
2327,MAJ,sloppy seconds,spotify:track:22Xq7hNfNQj5N2icXpmxAP,64,2019,0.805,0.513,9,-7.456,1,0.248,0.126,4.25e-06,0.132,0.207,80.491,audio_features,129730,4
2328,Viclo,Dream dependence,spotify:track:0rdOvRimwzjyBHdZ0pR2E7,64,2019,0.289,0.0221,2,-27.635,1,0.057,0.996,0.952,0.101,0.0979,137.546,audio_features,155459,5
2329,Eamonn Watt,A Simple Little Lullaby,spotify:track:0If3zfg7N68SAaDgPAQa9l,63,2019,0.387,0.00487,2,-33.84,1,0.0584,0.996,0.957,0.0883,0.212,70.309,audio_features,160435,3
2330,Lil Mosey,Never Scared (feat. Trippie Redd),spotify:track:2kjDVrLtHosLRNXtmihIjQ,62,2019,0.742,0.72,9,-7.36,0,0.163,0.194,0.0,0.112,0.826,147.089,audio_features,182720,4
2331,BTS,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],spotify:track:5XkyZyKMdFungjDb9cUKc3,67,2019,0.804,0.498,8,-7.387,0,0.0571,0.339,0.000236,0.18,0.704,105.008,audio_features,205020,4
2332,Loud Luxury,I'm Not Alright - Zack Martino Remix,spotify:track:4AEziiA1GI7NC6xmKhPFqI,58,2019,0.718,0.946,1,-4.661,0,0.0405,0.00111,0.000213,0.34,0.164,126.072,audio_features,185238,4
2333,Au/Ra,Ghost,spotify:track:5TgS4dcUAU8EEb506d8wAT,69,2019,0.667,0.503,0,-8.217,0,0.0526,0.552,0.0,0.169,0.584,144.015,audio_features,177630,4
2334,FINNEAS,Shelter,spotify:track:5wCc4XL0VivKlohsxDKcnQ,65,2019,0.89,0.452,3,-10.041,0,0.0772,0.608,0.0,0.0786,0.701,119.98,audio_features,187270,4
2335,Syntropy,Samadhi (Alpha 10 hz),spotify:track:1RMuWWLRYeJvvPgnwaW3Tt,60,2019,0.158,0.053,5,-28.051,1,0.0385,0.968,0.984,0.147,0.0318,132.642,audio_features,175109,3
2336,SiR,Mood (feat. Zacari),spotify:track:4eULGB0zI7NIdV2KjWbbiZ,61,2019,0.599,0.686,8,-5.951,1,0.0422,0.0177,0.00105,0.0929,0.662,148.01,audio_features,191360,4
2337,Wonderful Escape,Lightning Strikes at the Farm,spotify:track:1KPz7uZopTNtnYzXZmGiba,61,2019,0.164,0.848,1,-25.455,1,0.204,0.00612,0.949,0.81,0.0192,112.52,audio_features,199809,4
2338,Shaman,In Light Rain With Thunder Closing In,spotify:track:4nIlb1h6Iu7i8auJyFModK,61,2019,0.0775,0.329,1,-23.286,1,0.0668,0.000212,0.862,0.229,0.0935,76.199,audio_features,141000,4
2339,haroinfather,Lavagirl,spotify:track:7bDj6Ar84jUrrSCwJFj3gx,61,2019,0.546,0.528,0,-7.12,0,0.0689,0.111,1.08e-05,0.254,0.259,125.0,audio_features,142312,4
2340,Drake,Uptown (feat. Bun B & Lil Wayne),spotify:track:0q7LGcVSpsIoSbjChtZ8lI,60,2019,0.416,0.824,1,-3.075,1,0.343,0.00391,0.0,0.104,0.417,85.433,audio_features,382262,5
2341,Juanes,Bonita,spotify:track:0gcOnIUKIG6JF56iFUfE0p,76,2019,0.745,0.881,0,-2.587,1,0.0506,0.255,0.0,0.25,0.961,157.985,audio_features,147493,4
2342,Eleanor Arroway,Blame Leads to Shame,spotify:track:5DJhKbXvR8wcX2cZKmoMg0,60,2019,0.226,0.16,8,-25.804,1,0.0368,0.896,0.87,0.109,0.0652,69.031,audio_features,232943,4
2343,Drake,November 18th,spotify:track:0JaVdpmiex2EP7bBzyKVTa,61,2019,0.749,0.476,11,-11.147,0,0.507,0.579,0.0,0.1,0.534,71.937,audio_features,188189,4
2344,Sasha Sloan,Keep On,spotify:track:4gbB4ORVF9jqFWgPF8277Z,64,2019,0.762,0.582,8,-8.819,1,0.104,0.485,0.0,0.113,0.297,139.998,audio_features,180240,4
2345,Dreamscaper,Call to Rest,spotify:track:7FpuImiEfUmOWKKi4UyO9y,65,2019,0.211,0.0287,5,-30.39,1,0.0633,0.996,0.955,0.0896,0.325,68.099,audio_features,276875,3
2346,Ryan Trey,Nowhere To Run,spotify:track:72XxzjvIBR0TKljL0ETcGQ,63,2019,0.721,0.645,4,-5.577,0,0.158,0.0878,0.00228,0.073,0.718,183.372,audio_features,221358,4
2347,ShooterGang Kony,Charlie,spotify:track:3DBwDqXgldSDm9FSlYSllK,58,2019,0.948,0.588,1,-6.009,1,0.378,0.0834,0.0,0.103,0.416,104.031,audio_features,129808,4
2348,Banda Los Recoditos,Esta Va Por Ti,spotify:track:1bkcIokOXvuIoKK9YNIx0m,65,2019,0.745,0.388,0,-6.424,1,0.0438,0.336,0.0,0.0762,0.965,134.908,audio_features,200800,3
2349,iann dior,what is real,spotify:track:61StVXD7XDEeVBBdnvmFfM,61,2019,0.626,0.769,1,-4.48,1,0.0343,0.224,0.0,0.116,0.446,93.483,audio_features,134819,4
